item	infinitive	tense	sing	plur	inVocabs
1291	incurrir	Past	incurrió	incurrieron	0
1291	incurrir	Imperfect	incurría	incurrían	0
1291	incurrir	Pres	incurre	incurren	0
1291	incurrir	Fut	incurrirá	incurrirán	0
1292	resignar	Past	resignó	resignaron	0
1292	resignar	Imperfect	resignaba	resignaban	0
1292	resignar	Pres	resigna	resignan	0
1292	resignar	Fut	resignará	resignarán	0
1293	tramitar	Past	tramitó	tramitaron	0
1293	tramitar	Imperfect	tramitaba	tramitaban	0
1293	tramitar	Pres	tramita	tramitan	0
1293	tramitar	Fut	tramitará	tramitarán	0
1294	escenificar	Past	escenificó	escenificaron	0
1294	escenificar	Imperfect	escenificaba	escenificaban	0
1294	escenificar	Pres	escenifica	escenifican	0
1294	escenificar	Fut	escenificará	escenificarán	0
1295	engrosar	Past	engrosó	engrosaron	0
1295	engrosar	Imperfect	engrosaba	engrosaban	0
1295	engrosar	Pres	engruesa	engruesan	0
1295	engrosar	Fut	engrosará	engrosarán	0
1296	derogar	Past	derogó	derogaron	0
1296	derogar	Imperfect	derogaba	derogaban	0
1296	derogar	Pres	deroga	derogan	0
1296	derogar	Fut	derogará	derogarán	0
1297	liberar	Past	liberó	liberaron	0
1297	liberar	Imperfect	liberaba	liberaban	0
1297	liberar	Pres	libera	liberan	0
1297	liberar	Fut	liberará	liberarán	0
1298	revolver	Past	revolvió	revolvieron	0
1298	revolver	Imperfect	revolvía	revolvían	0
1298	revolver	Pres	revuelve	revuelven	0
1298	revolver	Fut	revolverá	revolverán	0
1299	incidir	Past	incidió	incidieron	0
1299	incidir	Imperfect	incidía	incidían	0
1299	incidir	Pres	incide	inciden	0
1299	incidir	Fut	incidirá	incidirán	0
1300	intercambiar	Past	intercambió	intercambiaron	0
1300	intercambiar	Imperfect	intercambiaba	intercambiaban	0
1300	intercambiar	Pres	intercambia	intercambian	0
1300	intercambiar	Fut	intercambiará	intercambiarán	0
1301	falsear	Past	FALSEó	FALSEaron	0
1301	falsear	Imperfect	FALSEaba	FALSEaban	0
1301	falsear	Pres	FALSEa	FALSEan	0
1301	falsear	Fut	FALSEará	FALSEarán	0
1302	evidenciar	Past	evidenció	evidenciaron	0
1302	evidenciar	Imperfect	evidenciaba	evidenciaban	0
1302	evidenciar	Pres	evidencia	evidencian	0
1302	evidenciar	Fut	evidenciará	evidenciarán	0
1303	discurrir	Past	discurrió	discurrieron	0
1303	discurrir	Imperfect	discurría	discurrían	0
1303	discurrir	Pres	discurre	discurren	0
1303	discurrir	Fut	discurrirá	discurrirán	0
1304	disolver	Past	disolvió	disolvieron	0
1304	disolver	Imperfect	disolvía	disolvían	0
1304	disolver	Pres	disuelve	disuelven	0
1304	disolver	Fut	disolverá	disolverán	0
1305	hospedar	Past	hospedó	hospedaron	0
1305	hospedar	Imperfect	hospedaba	hospedaban	0
1305	hospedar	Pres	hospeda	hospedan	0
1305	hospedar	Fut	hospedará	hospedarán	0
1306	relanzar	Past	relanzó	relanzaron	0
1306	relanzar	Imperfect	relanzaba	relanzaban	0
1306	relanzar	Pres	relanza	relanzan	0
1306	relanzar	Fut	relanzará	relanzarán	0
1307	velar	Past	veló	velaron	0
1307	velar	Imperfect	velaba	velaban	0
1307	velar	Pres	vela	velan	0
1307	velar	Fut	velará	velarán	0
1308	cenar	Past	cenó	cenaron	0
1308	cenar	Imperfect	cenaba	cenaban	0
1308	cenar	Pres	cena	cenan	0
1308	cenar	Fut	cenará	cenarán	0
1309	experimentar	Past	experimentó	experimentaron	0
1309	experimentar	Imperfect	experimentaba	experimentaban	0
1309	experimentar	Pres	experimenta	experimentan	0
1309	experimentar	Fut	experimentará	experimentarán	0
1310	prevalecer	Past	prevaleció	prevalecieron	0
1310	prevalecer	Imperfect	prevalecía	prevalecían	0
1310	prevalecer	Pres	prevalece	prevalecen	0
1310	prevalecer	Fut	prevalecerá	prevalecerán	0
1311	pesidir	Past	pesidió	pesidieron	0
1311	pesidir	Imperfect	pesidía	pesidían	0
1311	pesidir	Pres	peside	pesiden	0
1311	pesidir	Fut	pesidirá	pesidirán	0
1312	invocar	Past	invocó	invocaron	0
1312	invocar	Imperfect	invocaba	invocaban	0
1312	invocar	Pres	invoca	invocan	0
1312	invocar	Fut	invocará	invocarán	0
1313	preservar	Past	preservó	preservaron	0
1313	preservar	Imperfect	preservaba	preservaban	0
1313	preservar	Pres	preserva	preservan	0
1313	preservar	Fut	preservará	preservarán	0
1314	rebatir	Past	rebatió	rebatieron	0
1314	rebatir	Imperfect	rebatía	rebatían	0
1314	rebatir	Pres	rebate	rebaten	0
1314	rebatir	Fut	rebatirá	rebatirán	0
1315	perfeccionar	Past	perfeccionó	perfeccionaron	0
1315	perfeccionar	Imperfect	perfeccionaba	perfeccionaban	0
1315	perfeccionar	Pres	perfecciona	perfeccionan	0
1315	perfeccionar	Fut	perfeccionará	perfeccionarán	0
1316	polarizar	Past	polarizó	polarizaron	0
1316	polarizar	Imperfect	polarizaba	polarizaban	0
1316	polarizar	Pres	polariza	polarizan	0
1316	polarizar	Fut	polarizará	polarizarán	0
1317	aliviar	Past	alivió	aliviaron	0
1317	aliviar	Imperfect	aliviaba	aliviaban	0
1317	aliviar	Pres	alivia	alivian	0
1317	aliviar	Fut	aliviará	aliviarán	0
1318	sobresalir	Past	sobresalió	sobresalieron	0
1318	sobresalir	Imperfect	sobresalía	sobresalían	0
1318	sobresalir	Pres	sobresale	sobresalen	0
1318	sobresalir	Fut	sobresaldrá	sobresaldrán	0
1319	suprimir	Past	suprimió	suprimieron	0
1319	suprimir	Imperfect	suprimía	suprimían	0
1319	suprimir	Pres	suprime	suprimen	0
1319	suprimir	Fut	suprimirá	suprimirán	0
1320	incumplir	Past	incumplió	incumplieron	0
1320	incumplir	Imperfect	incumplía	incumplían	0
1320	incumplir	Pres	incumple	incumplen	0
1320	incumplir	Fut	incumplirá	incumplirán	0
1321	enumerar	Past	enumeró	enumeraron	0
1321	enumerar	Imperfect	enumeraba	enumeraban	0
1321	enumerar	Pres	enumera	enumeran	0
1321	enumerar	Fut	enumerará	enumerarán	0
1322	increpar	Past	increpó	increparon	0
1322	increpar	Imperfect	increpaba	increpaban	0
1322	increpar	Pres	increpa	increpan	0
1322	increpar	Fut	increpará	increparán	0
1323	arrestar	Past	arrestó	arrestaron	0
1323	arrestar	Imperfect	arrestaba	arrestaban	0
1323	arrestar	Pres	arresta	arrestan	0
1323	arrestar	Fut	arrestará	arrestarán	0
1324	cursar	Past	cursó	cursaron	0
1324	cursar	Imperfect	cursaba	cursaban	0
1324	cursar	Pres	cursa	cursan	0
1324	cursar	Fut	cursará	cursarán	0
1325	converger	Past	convergió	convergieron	0
1325	converger	Imperfect	convergía	convergían	0
1325	converger	Pres	converge	convergen	0
1325	converger	Fut	convergerá	convergerán	0
1326	reactivar	Past	reactivó	reactivaron	0
1326	reactivar	Imperfect	reactivaba	reactivaban	0
1326	reactivar	Pres	reactiva	reactivan	0
1326	reactivar	Fut	reactivará	reactivarán	0
1327	lesionar	Past	lesionó	lesionaron	0
1327	lesionar	Imperfect	lesionaba	lesionaban	0
1327	lesionar	Pres	lesiona	lesionan	0
1327	lesionar	Fut	lesionará	lesionarán	0
1328	procesar	Past	procesó	procesaron	0
1328	procesar	Imperfect	procesaba	procesaban	0
1328	procesar	Pres	procesa	procesan	0
1328	procesar	Fut	procesará	procesarán	0
1329	exportar	Past	exportó	exportaron	0
1329	exportar	Imperfect	exportaba	exportaban	0
1329	exportar	Pres	exporta	exportan	0
1329	exportar	Fut	exportará	exportarán	0
1330	parasitar	Past	parasitó	parasitaron	0
1330	parasitar	Imperfect	parasitaba	parasitaban	0
1330	parasitar	Pres	parasita	parasitan	0
1330	parasitar	Fut	parasitará	parasitarán	0
1331	endosar	Past	endosó	endosaron	0
1331	endosar	Imperfect	endosaba	endosaban	0
1331	endosar	Pres	endosa	endosan	0
1331	endosar	Fut	endosará	endosarán	0
1332	reanimar	Past	reanimó	reanimaron	0
1332	reanimar	Imperfect	reanimaba	reanimaban	0
1332	reanimar	Pres	reanima	reaniman	0
1332	reanimar	Fut	reanimará	reanimarán	0
1333	traslucir	Past	traslució	traslucieron	0
1333	traslucir	Imperfect	traslucía	traslucían	0
1333	traslucir	Pres	trasluce	traslucen	0
1333	traslucir	Fut	traslucirá	traslucirán	0
1334	haber	Past	hubo	hubieron	0
1334	haber	Imperfect	había	habían	0
1334	haber	Pres	hay	han	1
1334	haber	Fut	habrá	habrán	0
1335	tachar	Past	tachó	tacharon	0
1335	tachar	Imperfect	tachaba	tachaban	0
1335	tachar	Pres	tacha	tachan	0
1335	tachar	Fut	tachará	tacharán	0
1336	reavivar	Past	reavivó	reavivaron	0
1336	reavivar	Imperfect	reavivaba	reavivaban	0
1336	reavivar	Pres	reaviva	reavivan	0
1336	reavivar	Fut	reavivará	reavivarán	0
1337	demorar	Past	demoró	demoraron	0
1337	demorar	Imperfect	demoraba	demoraban	0
1337	demorar	Pres	demora	demoran	0
1337	demorar	Fut	demorará	demorarán	0
1338	deportar	Past	deportó	deportaron	0
1338	deportar	Imperfect	deportaba	deportaban	0
1338	deportar	Pres	deporta	deportan	0
1338	deportar	Fut	deportará	deportarán	0
1339	oficiar	Past	ofició	oficiaron	0
1339	oficiar	Imperfect	oficiaba	oficiaban	0
1339	oficiar	Pres	oficia	ofician	0
1339	oficiar	Fut	oficiará	oficiarán	0
1340	revestir	Past	revistió	revistieron	0
1340	revestir	Imperfect	revestía	revestían	0
1340	revestir	Pres	reviste	revisten	0
1340	revestir	Fut	revestirá	revestirán	0
1341	orquestar	Past	orquestó	orquestaron	0
1341	orquestar	Imperfect	orquestaba	orquestaban	0
1341	orquestar	Pres	orquesta	orquestan	0
1341	orquestar	Fut	orquestará	orquestarán	0
1342	perpetuar	Past	perpetuó	perpetuaron	0
1342	perpetuar	Imperfect	perpetuaba	perpetuaban	0
1342	perpetuar	Pres	perpetúa	perpetúan	0
1342	perpetuar	Fut	perpetuará	perpetuarán	0
1343	inclinar	Past	inclinó	inclinaron	0
1343	inclinar	Imperfect	inclinaba	inclinaban	0
1343	inclinar	Pres	inclina	inclinan	0
1343	inclinar	Fut	inclinará	inclinarán	0
1344	criar	Past	crió	criaron	0
1344	criar	Imperfect	criaba	criaban	0
1344	criar	Pres	cría	crían	0
1344	criar	Fut	criará	criarán	0
1345	descomponer	Past	descompuso	descompusieron	0
1345	descomponer	Imperfect	descomponía	descomponían	0
1345	descomponer	Pres	descompone	descomponen	0
1345	descomponer	Fut	descompondrá	descompondrán	0
1346	desparramar	Past	desparramó	desparramaron	0
1346	desparramar	Imperfect	desparramaba	desparramaban	0
1346	desparramar	Pres	desparrama	desparraman	0
1346	desparramar	Fut	desparramará	desparramarán	0
1347	marrar	Past	marró	marraron	0
1347	marrar	Imperfect	marraba	marraban	0
1347	marrar	Pres	marra	marran	0
1347	marrar	Fut	marrará	marrarán	0
1348	entreverar	Past	entreveró	entreveraron	0
1348	entreverar	Imperfect	entreveraba	entreveraban	0
1348	entreverar	Pres	entrevera	entreveran	0
1348	entreverar	Fut	entreverará	entreverarán	0
1349	contraponer	Past	contrapuso	contrapusieron	0
1349	contraponer	Imperfect	contraponía	contraponían	0
1349	contraponer	Pres	contrapone	contraponen	0
1349	contraponer	Fut	contrapondrá	contrapondrán	0
1350	acertar	Past	acertó	acertaron	0
1350	acertar	Imperfect	acertaba	acertaban	0
1350	acertar	Pres	acierta	aciertan	0
1350	acertar	Fut	acertará	acertarán	0
1351	vaciar	Past	vació	vaciaron	0
1351	vaciar	Imperfect	vaciaba	vaciaban	0
1351	vaciar	Pres	vacía	vacían	0
1351	vaciar	Fut	vaciará	vaciarán	0
1352	aplastar	Past	aplastó	aplastaron	0
1352	aplastar	Imperfect	aplastaba	aplastaban	0
1352	aplastar	Pres	aplasta	aplastan	0
1352	aplastar	Fut	aplastará	aplastarán	0
1353	desprestigiar	Past	desprestigió	desprestigiaron	0
1353	desprestigiar	Imperfect	desprestigiaba	desprestigiaban	0
1353	desprestigiar	Pres	desprestigia	desprestigian	0
1353	desprestigiar	Fut	desprestigiará	desprestigiarán	0
1354	alumbrar	Past	alumbró	alumbraron	0
1354	alumbrar	Imperfect	alumbraba	alumbraban	0
1354	alumbrar	Pres	alumbra	alumbran	0
1354	alumbrar	Fut	alumbrará	alumbrarán	0
1355	despachar	Past	despachó	despacharon	0
1355	despachar	Imperfect	despachaba	despachaban	0
1355	despachar	Pres	despacha	despachan	0
1355	despachar	Fut	despachará	despacharán	0
1356	alquilar	Past	alquiló	alquilaron	0
1356	alquilar	Imperfect	alquilaba	alquilaban	0
1356	alquilar	Pres	alquila	alquilan	0
1356	alquilar	Fut	alquilará	alquilarán	0
1357	chupar	Past	chupó	chuparon	0
1357	chupar	Imperfect	chupaba	chupaban	0
1357	chupar	Pres	chupa	chupan	0
1357	chupar	Fut	chupará	chuparán	0
1358	tranquilzar	Past	tranquilzó	tranquilzaron	0
1358	tranquilzar	Imperfect	tranquilzaba	tranquilzaban	0
1358	tranquilzar	Pres	tranquilza	tranquilzan	0
1358	tranquilzar	Fut	tranquilzará	tranquilzarán	0
1359	tranquilizar	Past	tranquilizó	tranquilizaron	0
1359	tranquilizar	Imperfect	tranquilizaba	tranquilizaban	0
1359	tranquilizar	Pres	tranquiliza	tranquilizan	0
1359	tranquilizar	Fut	tranquilizará	tranquilizarán	0
1360	ahincar	Past	ahincó	ahincaron	0
1360	ahincar	Imperfect	ahincaba	ahincaban	0
1360	ahincar	Pres	ahínca	ahíncan	0
1360	ahincar	Fut	ahincará	ahincarán	0
1361	atribular	Past	atribuló	atribularon	0
1361	atribular	Imperfect	atribulaba	atribulaban	0
1361	atribular	Pres	atribula	atribulan	0
1361	atribular	Fut	atribulará	atribularán	0
1362	marear	Past	mareó	marearon	0
1362	marear	Imperfect	mareaba	mareaban	0
1362	marear	Pres	marea	marean	0
1362	marear	Fut	mareará	marearán	0
1363	abrumar	Past	abrumó	abrumaron	0
1363	abrumar	Imperfect	abrumaba	abrumaban	0
1363	abrumar	Pres	abruma	abruman	0
1363	abrumar	Fut	abrumará	abrumarán	0
1364	sembrar	Past	sembró	sembraron	0
1364	sembrar	Imperfect	sembraba	sembraban	0
1364	sembrar	Pres	siembra	siembran	0
1364	sembrar	Fut	sembrará	sembrarán	0
1365	atemperar	Past	atemperó	atemperaron	0
1365	atemperar	Imperfect	atemperaba	atemperaban	0
1365	atemperar	Pres	atempera	atemperan	0
1365	atemperar	Fut	atemperará	atemperarán	0
1366	exagerar	Past	exageró	exageraron	0
1366	exagerar	Imperfect	exageraba	exageraban	0
1366	exagerar	Pres	exagera	exageran	0
1366	exagerar	Fut	exagerará	exagerarán	0
1367	culebrear	Past	culebreó	culebrearon	0
1367	culebrear	Imperfect	culebreaba	culebreaban	0
1367	culebrear	Pres	culebrea	culebrean	0
1367	culebrear	Fut	culebreará	culebrearán	0
1368	sobreandar	Past	sobreandó	sobreandaron	0
1368	sobreandar	Imperfect	sobreandaba	sobreandaban	0
1368	sobreandar	Pres	sobreanda	sobreandan	0
1368	sobreandar	Fut	sobreandará	sobreandarán	0
1369	arreglar	Past	arregló	arreglaron	0
1369	arreglar	Imperfect	arreglaba	arreglaban	0
1369	arreglar	Pres	arregla	arreglan	0
1369	arreglar	Fut	arreglará	arreglarán	0
1370	repugnar	Past	repugnó	repugnaron	0
1370	repugnar	Imperfect	repugnaba	repugnaban	0
1370	repugnar	Pres	repugna	repugnan	0
1370	repugnar	Fut	repugnará	repugnarán	0
1371	impresionar	Past	impresionó	impresionaron	0
1371	impresionar	Imperfect	impresionaba	impresionaban	0
1371	impresionar	Pres	impresiona	impresionan	0
1371	impresionar	Fut	impresionará	impresionarán	0
1372	poblar	Past	pobló	poblaron	0
1372	poblar	Imperfect	poblaba	poblaban	0
1372	poblar	Pres	puebla	pueblan	0
1372	poblar	Fut	poblará	poblarán	0
1373	afeitar	Past	afeitó	afeitaron	0
1373	afeitar	Imperfect	afeitaba	afeitaban	0
1373	afeitar	Pres	afeita	afeitan	0
1373	afeitar	Fut	afeitará	afeitarán	0
1374	reventar	Past	reventó	reventaron	0
1374	reventar	Imperfect	reventaba	reventaban	0
1374	reventar	Pres	revienta	revientan	0
1374	reventar	Fut	reventará	reventarán	0
1375	hacinar	Past	hacinó	hacinaron	0
1375	hacinar	Imperfect	hacinaba	hacinaban	0
1375	hacinar	Pres	hacina	hacinan	0
1375	hacinar	Fut	hacinará	hacinarán	0
1376	malvivir	Past	malvivió	malvivieron	0
1376	malvivir	Imperfect	malvivía	malvivían	0
1376	malvivir	Pres	malvive	malviven	0
1376	malvivir	Fut	malvivirá	malvivirán	0
1377	urbanizar	Past	urbanizó	urbanizaron	0
1377	urbanizar	Imperfect	urbanizaba	urbanizaban	0
1377	urbanizar	Pres	urbaniza	urbanizan	0
1377	urbanizar	Fut	urbanizará	urbanizarán	0
1378	rajar	Past	rajó	rajaron	0
1378	rajar	Imperfect	rajaba	rajaban	0
1378	rajar	Pres	raja	rajan	0
1378	rajar	Fut	rajará	rajarán	0
1379	inmolar	Past	inmoló	inmolaron	0
1379	inmolar	Imperfect	inmolaba	inmolaban	0
1379	inmolar	Pres	inmola	inmolan	0
1379	inmolar	Fut	inmolará	inmolarán	0
1380	perseverar	Past	perseveró	perseveraron	0
1380	perseverar	Imperfect	perseveraba	perseveraban	0
1380	perseverar	Pres	persevera	perseveran	0
1380	perseverar	Fut	perseverará	perseverarán	0
1381	chasquear	Past	chasqueó	chasquearon	0
1381	chasquear	Imperfect	chasqueaba	chasqueaban	0
1381	chasquear	Pres	chasquea	chasquean	0
1381	chasquear	Fut	chasqueará	chasquearán	0
1382	popularizar	Past	popularizó	popularizaron	0
1382	popularizar	Imperfect	popularizaba	popularizaban	0
1382	popularizar	Pres	populariza	popularizan	0
1382	popularizar	Fut	popularizará	popularizarán	0
1383	tender	Past	tendió	tendieron	0
1383	tender	Imperfect	tendía	tendían	0
1383	tender	Pres	tiende	tienden	1
1383	tender	Fut	tenderá	tenderán	0
1384	complacer	Past	complugo	compluguieron	0
1384	complacer	Imperfect	complacía	complacían	0
1384	complacer	Pres	complace	complacen	0
1384	complacer	Fut	complacerá	complacerán	0
1385	deducir	Past	dedujo	dedujeron	0
1385	deducir	Imperfect	deducía	deducían	0
1385	deducir	Pres	deduce	deducen	0
1385	deducir	Fut	deducirá	deducirán	0
1386	indignar	Past	indignó	indignaron	0
1386	indignar	Imperfect	indignaba	indignaban	0
1386	indignar	Pres	indigna	indignan	0
1386	indignar	Fut	indignará	indignarán	0
1387	ondear	Past	ondeó	ondearon	0
1387	ondear	Imperfect	ondeaba	ondeaban	0
1387	ondear	Pres	ondea	ondean	0
1387	ondear	Fut	ondeará	ondearán	0
1388	descifrar	Past	descifró	descifraron	0
1388	descifrar	Imperfect	descifraba	descifraban	0
1388	descifrar	Pres	descifra	descifran	0
1388	descifrar	Fut	descifrará	descifrarán	0
1389	desayunar	Past	desayunó	desayunaron	0
1389	desayunar	Imperfect	desayunaba	desayunaban	0
1389	desayunar	Pres	desayuna	desayunan	0
1389	desayunar	Fut	desayunará	desayunarán	0
1390	fardar	Past	fardó	fardaron	0
1390	fardar	Imperfect	fardaba	fardaban	0
1390	fardar	Pres	farda	fardan	0
1390	fardar	Fut	fardará	fardarán	0
1391	amar	Past	amó	amaron	0
1391	amar	Imperfect	amaba	amaban	0
1391	amar	Pres	ama	aman	1
1391	amar	Fut	amará	amarán	0
1392	admirar	Past	admiró	admiraron	0
1392	admirar	Imperfect	admiraba	admiraban	0
1392	admirar	Pres	admira	admiran	0
1392	admirar	Fut	admirará	admirarán	0
1393	madurar	Past	maduró	maduraron	0
1393	madurar	Imperfect	maduraba	maduraban	0
1393	madurar	Pres	madura	maduran	0
1393	madurar	Fut	madurará	madurarán	0
1394	soler	Past	sfue	sfueron	0
1394	soler	Imperfect	sera	seran	0
1394	soler	Pres	ses	sson	0
1394	soler	Fut	sserá	sserán	0
1395	rejonear	Past	rejoneó	rejonearon	0
1395	rejonear	Imperfect	rejoneaba	rejoneaban	0
1395	rejonear	Pres	rejonea	rejonean	0
1395	rejonear	Fut	rejoneará	rejonearán	0
1396	confortar	Past	confortó	confortaron	0
1396	confortar	Imperfect	confortaba	confortaban	0
1396	confortar	Pres	conforta	confortan	0
1396	confortar	Fut	confortará	confortarán	0
1397	colgar	Past	colgó	colgaron	0
1397	colgar	Imperfect	colgaba	colgaban	0
1397	colgar	Pres	cuelga	cuelgan	0
1397	colgar	Fut	colgará	colgarán	0
1398	pisar	Past	pisó	pisaron	0
1398	pisar	Imperfect	pisaba	pisaban	0
1398	pisar	Pres	pisa	pisan	0
1398	pisar	Fut	pisará	pisarán	0
1399	beber	Past	bebió	bebieron	0
1399	beber	Imperfect	bebía	bebían	0
1399	beber	Pres	bebe	beben	0
1399	beber	Fut	beberá	beberán	0
1400	pintar	Past	pintó	pintaron	0
1400	pintar	Imperfect	pintaba	pintaban	0
1400	pintar	Pres	pinta	pintan	0
1400	pintar	Fut	pintará	pintarán	0
1401	homologar	Past	homologó	homologaron	0
1401	homologar	Imperfect	homologaba	homologaban	0
1401	homologar	Pres	homologa	homologan	0
1401	homologar	Fut	homologará	homologarán	0
1402	musitar	Past	musitó	musitaron	0
1402	musitar	Imperfect	musitaba	musitaban	0
1402	musitar	Pres	musita	musitan	0
1402	musitar	Fut	musitará	musitarán	0
1403	premiar	Past	premió	premiaron	0
1403	premiar	Imperfect	premiaba	premiaban	0
1403	premiar	Pres	premia	premian	0
1403	premiar	Fut	premiará	premiarán	0
1404	obsesionar	Past	obsesionó	obsesionaron	0
1404	obsesionar	Imperfect	obsesionaba	obsesionaban	0
1404	obsesionar	Pres	obsesiona	obsesionan	0
1404	obsesionar	Fut	obsesionará	obsesionarán	0
1405	releer	Past	releyó	releyeron	0
1405	releer	Imperfect	releía	releían	0
1405	releer	Pres	relee	releen	0
1405	releer	Fut	releerá	releerán	0
1406	sollozar	Past	sollozó	sollozaron	0
1406	sollozar	Imperfect	sollozaba	sollozaban	0
1406	sollozar	Pres	solloza	sollozan	0
1406	sollozar	Fut	sollozará	sollozarán	0
1407	rogar	Past	rogó	rogaron	0
1407	rogar	Imperfect	rogaba	rogaban	0
1407	rogar	Pres	ruega	ruegan	0
1407	rogar	Fut	rogará	rogarán	0
1408	vestir	Past	vistió	vistieron	0
1408	vestir	Imperfect	vestía	vestían	0
1408	vestir	Pres	viste	visten	0
1408	vestir	Fut	vestirá	vestirán	0
1409	dispensar	Past	dispensó	dispensaron	0
1409	dispensar	Imperfect	dispensaba	dispensaban	0
1409	dispensar	Pres	dispensa	dispensan	0
1409	dispensar	Fut	dispensará	dispensarán	0
1410	legislar	Past	legisló	legislaron	0
1410	legislar	Imperfect	legislaba	legislaban	0
1410	legislar	Pres	legisla	legislan	0
1410	legislar	Fut	legislará	legislarán	0
1411	reglamentar	Past	reglamentó	reglamentaron	0
1411	reglamentar	Imperfect	reglamentaba	reglamentaban	0
1411	reglamentar	Pres	reglamenta	reglamentan	0
1411	reglamentar	Fut	reglamentará	reglamentarán	0
1412	colmar	Past	colmó	colmaron	0
1412	colmar	Imperfect	colmaba	colmaban	0
1412	colmar	Pres	colma	colman	0
1412	colmar	Fut	colmará	colmarán	0
1413	acallar	Past	acalló	acallaron	0
1413	acallar	Imperfect	acallaba	acallaban	0
1413	acallar	Pres	acalla	acallan	0
1413	acallar	Fut	acallará	acallarán	0
1414	cocer	Past	coció	cocieron	0
1414	cocer	Imperfect	cocía	cocían	0
1414	cocer	Pres	cuece	cuecen	0
1414	cocer	Fut	cocerá	cocerán	0
1415	archivar	Past	archivó	archivaron	0
1415	archivar	Imperfect	archivaba	archivaban	0
1415	archivar	Pres	archiva	archivan	0
1415	archivar	Fut	archivará	archivarán	0
1416	congregar	Past	congregó	congregaron	0
1416	congregar	Imperfect	congregaba	congregaban	0
1416	congregar	Pres	congrega	congregan	0
1416	congregar	Fut	congregará	congregarán	0
1417	rifar	Past	rifó	rifaron	0
1417	rifar	Imperfect	rifaba	rifaban	0
1417	rifar	Pres	rifa	rifan	0
1417	rifar	Fut	rifará	rifarán	0
1418	arropar	Past	arropó	arroparon	0
1418	arropar	Imperfect	arropaba	arropaban	0
1418	arropar	Pres	arropa	arropan	0
1418	arropar	Fut	arropará	arroparán	0
1419	arriesgar	Past	arriesgó	arriesgaron	0
1419	arriesgar	Imperfect	arriesgaba	arriesgaban	0
1419	arriesgar	Pres	arriesga	arriesgan	0
1419	arriesgar	Fut	arriesgará	arriesgarán	0
1420	agradecer	Past	agradeció	agradecieron	0
1420	agradecer	Imperfect	agradecía	agradecían	0
1420	agradecer	Pres	agradece	agradecen	0
1420	agradecer	Fut	agradecerá	agradecerán	0
1421	represaliar	Past	represalió	represaliaron	0
1421	represaliar	Imperfect	represaliaba	represaliaban	0
1421	represaliar	Pres	represalia	represalian	0
1421	represaliar	Fut	represaliará	represaliarán	0
1422	asfixiar	Past	asfixió	asfixiaron	0
1422	asfixiar	Imperfect	asfixiaba	asfixiaban	0
1422	asfixiar	Pres	asfixia	asfixian	0
1422	asfixiar	Fut	asfixiará	asfixiarán	0
1423	borrar	Past	borró	borraron	0
1423	borrar	Imperfect	borraba	borraban	0
1423	borrar	Pres	borra	borran	0
1423	borrar	Fut	borrará	borrarán	0
1424	agobiar	Past	agobió	agobiaron	0
1424	agobiar	Imperfect	agobiaba	agobiaban	0
1424	agobiar	Pres	agobia	agobian	0
1424	agobiar	Fut	agobiará	agobiarán	0
1425	contaminar	Past	contaminó	contaminaron	0
1425	contaminar	Imperfect	contaminaba	contaminaban	0
1425	contaminar	Pres	contamina	contaminan	0
1425	contaminar	Fut	contaminará	contaminarán	0
1426	ensuciar	Past	ensució	ensuciaron	0
1426	ensuciar	Imperfect	ensuciaba	ensuciaban	0
1426	ensuciar	Pres	ensucia	ensucian	0
1426	ensuciar	Fut	ensuciará	ensuciarán	0
1427	enguarrar	Past	enguarró	enguarraron	0
1427	enguarrar	Imperfect	enguarraba	enguarraban	0
1427	enguarrar	Pres	enguarra	enguarran	0
1427	enguarrar	Fut	enguarrará	enguarrarán	0
1428	regañar	Past	regañó	regañaron	0
1428	regañar	Imperfect	regañaba	regañaban	0
1428	regañar	Pres	regaña	regañan	0
1428	regañar	Fut	regañará	regañarán	0
1429	ventilar	Past	ventiló	ventilaron	0
1429	ventilar	Imperfect	ventilaba	ventilaban	0
1429	ventilar	Pres	ventila	ventilan	0
1429	ventilar	Fut	ventilará	ventilarán	0
1430	mortificar	Past	mortificó	mortificaron	0
1430	mortificar	Imperfect	mortificaba	mortificaban	0
1430	mortificar	Pres	mortifica	mortifican	0
1430	mortificar	Fut	mortificará	mortificarán	0
1431	incendiar	Past	incendió	incendiaron	0
1431	incendiar	Imperfect	incendiaba	incendiaban	0
1431	incendiar	Pres	incendia	incendian	0
1431	incendiar	Fut	incendiará	incendiarán	0
1432	pestañear	Past	pestañeó	pestañearon	0
1432	pestañear	Imperfect	pestañeaba	pestañeaban	0
1432	pestañear	Pres	pestañea	pestañean	0
1432	pestañear	Fut	pestañeará	pestañearán	0
1433	disentir	Past	disintió	disintieron	0
1433	disentir	Imperfect	disentía	disentían	0
1433	disentir	Pres	disiente	disienten	0
1433	disentir	Fut	disentirá	disentirán	0
1434	vetar	Past	vetó	vetaron	0
1434	vetar	Imperfect	vetaba	vetaban	0
1434	vetar	Pres	veta	vetan	0
1434	vetar	Fut	vetará	vetarán	0
1435	propinar	Past	propinó	propinaron	0
1435	propinar	Imperfect	propinaba	propinaban	0
1435	propinar	Pres	propina	propinan	0
1435	propinar	Fut	propinará	propinarán	0
1436	soltar	Past	soltó	soltaron	0
1436	soltar	Imperfect	soltaba	soltaban	0
